Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Month
Ish Wainright,SF,29,POR,7,0,6.6,0.9,2.6,0.333,0.9,2.3,0.375,0.0,0.3,0.0,0.5,0.3,0.3,1.0,0.0,1.3,1.3,0.0,0.3,0.1,0.1,0.6,2.9,01-2024
Jabari Walker,SF,21,POR,40,6,20.9,3.1,6.4,0.484,0.6,2.0,0.304,2.5,4.4,0.566,0.531,1.9,2.4,0.773,1.9,4.3,6.2,0.9,0.6,0.4,0.9,2.3,8.6,01-2024
Jarace Walker,PF,20,IND,15,0,11.0,1.9,4.3,0.438,0.8,2.0,0.4,1.1,2.3,0.471,0.531,0.4,0.5,0.857,0.5,1.3,1.9,1.3,0.6,0.3,0.5,1.0,4.9,01-2024
Lonnie Walker IV,SG,25,BRK,25,0,18.5,4.5,9.2,0.489,2.3,4.9,0.463,2.2,4.2,0.519,0.614,1.2,1.5,0.763,0.2,2.1,2.3,1.4,0.6,0.4,1.2,1.1,12.4,01-2024
Cason Wallace,SG,20,OKC,44,7,21.1,2.6,5.0,0.514,1.1,2.6,0.422,1.5,2.4,0.613,0.624,0.5,0.5,0.833,0.6,1.6,2.3,1.4,0.7,0.5,0.5,1.7,6.8,01-2024
Jordan Walsh,SF,19,BOS,1,0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,01-2024
P.J. Washington,PF,25,CHO,36,16,28.5,4.7,10.9,0.434,1.8,5.4,0.332,2.9,5.4,0.536,0.517,1.4,1.9,0.746,1.2,4.1,5.3,2.3,0.9,0.7,1.4,2.8,12.6,01-2024
TyTy Washington Jr.,PG,22,MIL,2,0,3.0,0.5,1.5,0.333,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.0,1.5,01-2024
Yuta Watanabe,SF,29,PHO,26,0,14.3,1.2,3.6,0.344,0.9,2.8,0.315,0.3,0.8,0.45,0.468,0.4,0.6,0.667,0.4,1.3,1.7,0.4,0.3,0.3,0.6,1.3,3.7,01-2024
Lindy Waters III,SG,26,OKC,15,0,7.5,1.1,2.5,0.421,1.0,2.4,0.417,0.1,0.1,0.5,0.618,0.0,0.0,,0.1,0.7,0.8,0.7,0.0,0.1,0.1,0.7,3.1,01-2024
Trendon Watford,PF,23,BRK,31,0,12.2,2.3,4.4,0.533,0.3,0.9,0.357,2.0,3.5,0.579,0.57,0.8,0.9,0.828,0.9,1.9,2.9,1.6,0.5,0.2,0.8,1.6,5.7,01-2024
Peyton Watson,SF,21,DEN,43,2,17.4,2.5,5.4,0.472,0.7,2.0,0.345,1.8,3.3,0.549,0.537,1.0,1.4,0.712,0.5,2.1,2.6,0.9,0.5,0.9,0.6,1.6,6.7,01-2024
Victor Wembanyama,C,20,SAS,38,38,28.5,7.5,16.2,0.465,1.4,4.9,0.294,6.1,11.3,0.54,0.51,3.9,4.8,0.804,2.2,7.8,10.1,2.9,1.1,3.2,3.2,2.3,20.4,01-2024
Blake Wesley,SG,20,SAS,23,1,10.8,1.6,2.9,0.537,0.0,0.6,0.071,1.5,2.3,0.66,0.545,0.4,0.9,0.476,0.3,0.8,1.1,2.0,0.3,0.1,0.5,1.4,3.6,01-2024
Russell Westbrook,PG,35,LAC,42,10,23.1,4.5,9.7,0.467,0.7,2.3,0.306,3.8,7.4,0.518,0.504,1.5,2.3,0.653,1.5,4.3,5.9,4.7,1.1,0.4,2.2,1.9,11.3,01-2024
Coby White,PG,23,CHI,45,45,35.6,6.7,14.6,0.46,2.8,7.0,0.403,3.9,7.6,0.513,0.557,2.5,3.1,0.819,0.5,4.1,4.6,5.0,0.7,0.3,2.1,2.4,18.8,01-2024
Derrick White,SG,29,BOS,40,40,32.2,5.5,11.8,0.464,2.7,6.6,0.404,2.8,5.1,0.541,0.578,2.4,2.7,0.896,0.7,3.4,4.1,4.8,1.1,1.2,1.7,2.2,16.0,01-2024
Cam Whitmore,SF,19,HOU,20,1,15.5,3.6,7.4,0.483,1.3,3.4,0.388,2.3,4.0,0.563,0.571,1.1,1.8,0.6,0.5,2.7,3.2,0.3,0.7,0.3,0.7,1.4,9.5,01-2024
Aaron Wiggins,SG,25,OKC,41,0,12.8,2.2,3.6,0.605,0.6,1.1,0.533,1.6,2.5,0.637,0.687,0.5,0.7,0.759,0.6,1.6,2.2,0.9,0.4,0.1,0.5,1.2,5.5,01-2024
Andrew Wiggins,SF,28,GSW,37,26,26.4,4.6,10.9,0.42,0.9,3.2,0.286,3.6,7.6,0.477,0.463,1.8,2.6,0.698,1.8,2.4,4.2,1.5,0.3,0.5,1.4,2.3,11.9,01-2024
Lindell Wigginton,PG,25,MIL,3,0,2.7,0.7,1.7,0.4,0.0,0.7,0.0,0.7,1.0,0.667,0.4,0.7,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,2.0,01-2024
Brandon Williams,PG,24,DAL,6,0,5.8,1.2,2.2,0.538,0.3,0.7,0.5,0.8,1.5,0.556,0.615,0.3,1.0,0.333,0.3,0.5,0.8,1.0,0.2,0.2,0.3,0.2,3.0,01-2024
Grant Williams,PF,25,DAL,40,28,26.2,2.8,6.8,0.411,1.7,4.6,0.364,1.1,2.2,0.512,0.535,0.8,1.1,0.705,1.0,2.5,3.5,1.7,0.5,0.6,1.0,2.9,8.0,01-2024
Jalen Williams,PF,22,OKC,41,41,32.0,7.3,13.4,0.543,1.4,3.1,0.444,5.9,10.3,0.572,0.594,2.8,3.4,0.826,0.6,3.6,4.1,4.5,1.1,0.5,1.8,2.7,18.7,01-2024
Jaylin Williams,C,21,OKC,36,0,11.6,1.3,3.1,0.402,0.8,2.0,0.37,0.5,1.1,0.462,0.522,0.4,0.4,0.875,0.4,2.6,3.0,1.3,0.4,0.3,0.4,1.5,3.6,01-2024
Jeenathan Williams,SG,24,HOU,7,0,7.9,1.4,3.3,0.435,0.1,0.4,0.333,1.3,2.9,0.45,0.457,0.6,0.7,0.8,0.7,0.1,0.9,0.4,0.3,0.0,0.1,0.7,3.6,01-2024
Kenrich Williams,PF,29,OKC,33,0,15.1,1.8,3.8,0.472,0.8,2.0,0.403,1.0,1.8,0.55,0.579,0.1,0.3,0.3,0.7,2.2,2.9,1.4,0.6,0.2,0.4,1.5,4.5,01-2024
Mark Williams,C,22,CHO,19,19,26.7,5.2,7.9,0.649,0.0,0.0,,5.2,7.9,0.649,0.649,2.4,3.4,0.719,4.0,5.7,9.7,1.2,0.8,1.1,0.9,2.6,12.7,01-2024
Patrick Williams,PF,22,CHI,42,29,27.4,3.7,8.3,0.449,1.4,3.4,0.413,2.3,4.9,0.473,0.533,1.2,1.5,0.781,1.1,2.7,3.8,1.5,1.0,0.7,1.3,2.0,10.1,01-2024
Robert Williams,C,26,POR,6,0,19.8,2.8,4.3,0.654,0.0,0.0,,2.8,4.3,0.654,0.654,1.2,1.5,0.778,1.8,4.5,6.3,0.8,1.2,1.2,1.2,2.8,6.8,01-2024
Vince Williams Jr.,SG,23,MEM,34,15,24.2,2.5,5.8,0.429,1.5,3.9,0.383,1.0,1.9,0.524,0.559,1.6,1.9,0.831,1.3,4.1,5.4,2.1,0.8,0.6,1.1,2.4,8.0,01-2024
Ziaire Williams,SF,22,MEM,42,9,18.7,2.6,7.0,0.38,1.1,3.5,0.313,1.5,3.5,0.448,0.459,1.2,1.4,0.831,0.7,2.7,3.4,1.3,0.6,0.2,1.2,1.7,7.5,01-2024
Zion Williamson,PF,23,NOP,36,36,30.3,8.7,14.8,0.589,0.1,0.3,0.4,8.6,14.5,0.593,0.593,4.4,6.7,0.654,1.8,3.8,5.6,4.8,0.9,0.4,2.5,2.6,21.9,01-2024
Jalen Wilson,PF,23,BRK,11,0,9.5,1.5,2.9,0.5,0.2,0.7,0.25,1.3,2.2,0.583,0.531,1.4,1.4,1.0,1.4,0.8,2.2,0.8,0.3,0.1,0.3,0.8,4.5,01-2024
Dylan Windler,SF,27,TOT,4,0,3.0,0.5,0.8,0.667,0.5,0.8,0.667,0.0,0.0,,1.0,0.0,0.0,,0.0,0.3,0.3,0.5,0.0,0.0,0.0,0.5,1.5,01-2024
Dylan Windler,SF,27,NYK,3,0,2.3,0.3,0.7,0.5,0.3,0.7,0.5,0.0,0.0,,0.75,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,1.0,01-2024
Dylan Windler,SF,27,LAL,1,0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.5,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,01-2024
James Wiseman,C,22,DET,29,0,14.6,2.7,3.9,0.675,0.0,0.1,0.0,2.7,3.9,0.688,0.675,0.7,1.2,0.618,1.4,2.7,4.1,0.6,0.1,0.7,0.9,2.0,6.0,01-2024
Christian Wood,PF,28,LAL,39,1,18.6,2.6,5.4,0.476,0.8,2.4,0.326,1.8,3.0,0.598,0.55,1.4,2.0,0.679,0.8,4.8,5.6,1.1,0.3,0.8,1.2,1.5,7.3,01-2024
Delon Wright,PG,31,WAS,22,0,16.7,1.7,4.5,0.374,0.5,1.4,0.367,1.2,3.1,0.377,0.429,1.0,1.2,0.815,0.5,1.7,2.1,3.1,1.4,0.3,0.5,0.9,4.9,01-2024
Thaddeus Young,PF,35,TOR,16,3,12.4,1.8,3.3,0.528,0.1,0.3,0.25,1.7,3.1,0.551,0.538,0.3,0.4,0.571,0.9,1.6,2.5,2.0,0.9,0.1,0.4,1.4,3.8,01-2024
Trae Young,PG,25,ATL,39,39,36.3,8.3,19.7,0.422,3.3,9.0,0.364,5.0,10.6,0.472,0.506,7.0,8.2,0.858,0.5,2.5,3.0,10.8,1.4,0.2,4.3,2.0,26.9,01-2024
Omer Yurtseven,C,25,UTA,24,6,10.7,1.6,3.2,0.5,0.1,0.6,0.2,1.5,2.5,0.574,0.52,0.3,0.4,0.6,1.5,2.8,4.3,0.5,0.2,0.4,0.9,1.4,3.5,01-2024
Cody Zeller,C,31,NOP,31,0,8.5,0.6,1.6,0.4,0.0,0.1,0.333,0.6,1.5,0.404,0.41,0.6,1.1,0.606,1.2,1.6,2.8,1.1,0.2,0.1,0.4,1.2,2.0,01-2024
Ivica Zubac,C,26,LAC,38,38,27.1,5.3,8.1,0.655,0.0,0.0,,5.3,8.1,0.655,0.655,1.8,2.8,0.648,3.3,6.5,9.7,1.3,0.2,1.4,1.1,2.9,12.4,01-2024
Precious Achiuwa,C,24,TOR,23,0,18.4,3.3,7.3,0.461,0.6,2.0,0.277,2.8,5.2,0.533,0.5,1.0,1.7,0.575,2.2,3.6,5.8,1.9,0.7,0.5,1.2,1.7,8.3,12-2023
Bam Adebayo,C,26,MIA,20,20,33.9,8.2,16.0,0.511,0.1,0.2,0.25,8.1,15.8,0.514,0.513,5.7,7.1,0.796,2.1,7.9,9.9,4.1,1.2,1.0,2.7,2.5,22.0,12-2023
Ochai Agbaji,SG,23,UTA,30,10,21.6,2.7,5.9,0.463,1.3,3.4,0.376,1.5,2.5,0.579,0.571,0.3,0.4,0.833,0.9,1.7,2.6,1.0,0.7,0.5,0.7,1.6,7.1,12-2023
Santi Aldama,PF,23,MEM,22,5,25.1,4.5,10.1,0.441,1.7,5.0,0.349,2.7,5.1,0.531,0.527,1.0,1.7,0.622,1.5,4.2,5.7,2.0,0.7,0.7,1.1,1.6,11.7,12-2023
Nickeil Alexander-Walker,SG,25,MIN,28,11,23.1,2.5,6.1,0.409,1.4,4.0,0.351,1.1,2.1,0.517,0.523,0.4,0.6,0.647,0.4,1.5,1.9,2.4,0.9,0.6,1.0,1.9,6.8,12-2023
Grayson Allen,SG,28,PHO,24,24,33.3,4.4,9.0,0.488,2.5,5.4,0.454,2.0,3.6,0.54,0.624,1.7,1.9,0.891,0.9,3.6,4.5,2.7,1.0,0.5,1.4,2.4,13.0,12-2023
Jarrett Allen,C,25,CLE,25,25,29.2,5.5,8.2,0.676,0.0,0.0,0.0,5.5,8.1,0.68,0.676,2.2,3.3,0.683,3.0,5.6,8.6,2.5,0.8,0.9,1.8,2.6,13.3,12-2023
Jose Alvarado,PG,25,NOP,16,0,16.4,2.3,5.5,0.42,1.2,3.0,0.396,1.1,2.5,0.45,0.528,0.8,1.3,0.6,0.5,2.0,2.5,2.0,1.0,0.4,0.9,1.6,6.6,12-2023
Kyle Anderson,PF,30,MIN,28,1,23.2,2.7,5.9,0.461,0.1,0.8,0.095,2.6,5.1,0.514,0.467,1.4,2.0,0.702,0.8,2.8,3.6,4.0,0.8,0.8,1.5,1.5,6.9,12-2023
Giannis Antetokounmpo,PF,29,MIL,29,29,34.9,11.4,19.0,0.601,0.4,1.7,0.22,11.1,17.3,0.639,0.611,7.5,11.2,0.669,2.7,8.2,11.0,5.5,1.4,1.2,3.8,2.9,30.8,12-2023
Thanasis Antetokounmpo,PF,31,MIL,12,0,4.6,0.3,0.8,0.444,0.0,0.0,,0.3,0.8,0.444,0.444,0.0,0.0,,0.3,0.3,0.5,0.4,0.2,0.1,0.4,0.6,0.7,12-2023
Cole Anthony,PG,23,ORL,28,0,25.4,5.0,11.1,0.453,1.4,3.9,0.361,3.6,7.3,0.502,0.516,3.5,4.2,0.839,1.1,3.4,4.5,3.7,0.8,0.5,1.8,2.9,15.0,12-2023
OG Anunoby,SF,26,TOR,25,25,33.4,5.6,11.9,0.475,2.2,6.1,0.368,3.4,5.8,0.586,0.569,1.3,1.8,0.727,0.9,3.0,3.9,2.7,1.0,0.5,1.6,2.4,14.8,12-2023
Ryan Arcidiacono,PG,29,NYK,10,0,2.1,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.5,0.5,0.3,0.1,0.0,0.0,0.1,0.0,12-2023
Deni Avdija,SF,23,WAS,28,28,26.9,4.4,8.8,0.498,0.9,2.5,0.338,3.5,6.2,0.563,0.547,1.9,2.3,0.813,1.1,4.5,5.6,4.0,0.8,0.3,1.5,2.2,11.4,12-2023
Deandre Ayton,C,25,POR,24,24,31.7,6.0,10.9,0.548,0.0,0.0,,6.0,10.9,0.548,0.548,1.2,1.5,0.778,3.4,7.3,10.8,1.6,1.2,0.7,2.1,2.5,13.1,12-2023
Udoka Azubuike,C,24,PHO,4,0,8.8,2.0,2.0,1.0,0.0,0.0,,2.0,2.0,1.0,1.0,0.3,0.5,0.5,1.3,2.5,3.8,0.5,0.0,0.3,0.3,1.3,4.3,12-2023
Marvin Bagley III,C,24,DET,24,10,19.0,4.3,7.2,0.59,0.0,0.3,0.167,4.2,7.0,0.605,0.592,2.0,2.4,0.825,1.9,2.9,4.8,1.0,0.1,0.6,1.2,1.6,10.5,12-2023
Amari Bailey,PG,19,CHO,2,0,5.5,1.0,3.0,0.333,0.0,1.0,0.0,1.0,2.0,0.5,0.333,0.5,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,2.5,12-2023
Patrick Baldwin Jr.,SF,21,WAS,8,0,5.8,0.6,1.8,0.357,0.4,0.6,0.6,0.3,1.1,0.222,0.464,0.5,0.5,1.0,0.3,1.1,1.4,0.4,0.0,0.1,0.1,0.5,2.1,12-2023
LaMelo Ball,PG,22,CHO,15,15,33.4,8.8,19.9,0.443,3.5,8.9,0.388,5.3,10.9,0.488,0.53,3.6,4.2,0.857,1.5,3.9,5.5,8.2,1.4,0.3,3.9,3.5,24.7,12-2023
Mo Bamba,C,25,PHI,16,0,7.3,1.7,2.8,0.6,0.5,0.8,0.615,1.2,2.0,0.594,0.689,0.6,0.8,0.692,1.1,1.4,2.6,0.4,0.2,0.6,0.5,0.9,4.4,12-2023
Paolo Banchero,PF,21,ORL,28,28,33.8,7.6,16.2,0.47,1.3,3.4,0.383,6.3,12.8,0.493,0.51,4.7,6.8,0.693,1.3,5.6,6.9,4.5,1.0,0.5,3.2,2.1,21.2,12-2023
Desmond Bane,SG,25,MEM,27,27,34.5,9.2,19.8,0.465,3.5,9.1,0.381,5.7,10.7,0.538,0.553,3.2,3.7,0.861,1.0,3.5,4.5,5.2,1.2,0.7,3.0,2.9,25.1,12-2023
Dalano Banton,PG,24,BOS,13,1,7.5,1.2,2.3,0.5,0.1,0.6,0.125,1.1,1.7,0.636,0.517,0.4,0.5,0.833,0.8,1.2,1.9,0.5,0.2,0.2,0.4,0.9,2.8,12-2023
Dominick Barlow,PF,20,SAS,8,0,5.6,0.4,1.1,0.333,0.0,0.3,0.0,0.4,0.9,0.429,0.333,0.5,0.8,0.667,0.0,1.0,1.0,0.0,0.1,0.0,0.0,0.5,1.3,12-2023
Harrison Barnes,PF,31,SAC,28,28,30.8,4.0,8.2,0.487,1.8,4.5,0.4,2.2,3.8,0.59,0.596,2.0,2.5,0.826,0.9,2.3,3.1,1.4,0.7,0.2,0.7,1.2,11.8,12-2023
Scottie Barnes,SG,22,TOR,29,29,35.0,7.8,15.9,0.489,2.0,5.3,0.383,5.7,10.6,0.542,0.553,3.2,4.1,0.767,2.6,6.7,9.3,5.9,1.4,1.4,2.6,2.0,20.7,12-2023
RJ Barrett,SG,23,NYK,24,24,29.2,6.3,14.9,0.426,1.7,4.9,0.347,4.6,10.0,0.464,0.483,4.0,4.7,0.85,0.7,3.5,4.2,2.4,0.5,0.4,1.7,1.5,18.4,12-2023
Charles Bassey,C,23,SAS,19,0,10.8,1.5,2.1,0.725,0.0,0.1,0.0,1.5,2.1,0.744,0.725,0.3,0.3,0.833,1.2,2.8,4.0,1.1,0.4,0.9,0.8,1.6,3.3,12-2023
Emoni Bates,SF,20,CLE,9,0,7.8,0.7,2.4,0.273,0.6,1.9,0.294,0.1,0.6,0.2,0.386,0.1,0.2,0.5,0.1,0.9,1.0,0.3,0.1,0.2,0.1,0.3,2.0,12-2023
Keita Bates-Diop,SF,28,PHO,22,8,17.6,1.9,4.7,0.398,0.5,1.8,0.25,1.4,2.9,0.492,0.447,1.0,1.5,0.719,0.9,2.2,3.1,0.9,0.5,0.7,0.3,0.9,5.2,12-2023
Nicolas Batum,PF,35,TOT,20,14,23.9,2.0,3.7,0.541,1.3,2.8,0.464,0.7,0.9,0.778,0.716,0.4,0.6,0.636,0.9,2.8,3.7,2.2,0.6,0.7,0.5,1.8,5.7,12-2023
Nicolas Batum,PF,35,LAC,3,0,18.0,1.0,2.7,0.375,0.7,2.3,0.286,0.3,0.3,1.0,0.5,0.0,0.0,,0.0,2.3,2.3,1.7,1.0,1.3,0.3,1.7,2.7,12-2023
Nicolas Batum,PF,35,PHI,17,14,24.9,2.2,3.9,0.561,1.4,2.9,0.49,0.8,1.0,0.765,0.742,0.4,0.6,0.636,1.1,2.8,3.9,2.2,0.5,0.5,0.5,1.8,6.2,12-2023
Bradley Beal,SG,30,PHO,6,6,25.2,5.2,11.5,0.449,1.5,3.5,0.429,3.7,8.0,0.458,0.514,2.8,4.0,0.708,0.5,2.8,3.3,3.2,0.7,0.3,2.3,2.2,14.7,12-2023
Malik Beasley,SG,27,MIL,28,28,29.8,4.2,8.8,0.478,2.8,6.2,0.454,1.4,2.5,0.535,0.639,0.3,0.4,0.667,0.7,3.7,4.4,1.5,0.9,0.1,0.6,2.0,11.5,12-2023
MarJon Beauchamp,SF,23,MIL,26,1,15.1,1.8,3.6,0.489,0.7,1.6,0.439,1.1,2.0,0.528,0.585,0.4,0.7,0.611,0.5,1.8,2.4,0.7,0.3,0.2,0.7,1.5,4.7,12-2023
Jules Bernard,SG,24,WAS,2,0,5.0,0.5,2.5,0.2,0.0,1.5,0.0,0.5,1.0,0.5,0.2,0.0,0.0,,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,12-2023
Dāvis Bertāns,PF,31,OKC,10,0,8.1,0.8,2.1,0.381,0.8,2.0,0.4,0.0,0.1,0.0,0.571,1.4,1.5,0.933,0.1,0.8,0.9,0.8,0.2,0.2,0.1,1.0,3.8,12-2023
Patrick Beverley,PG,35,PHI,28,1,17.1,1.7,4.0,0.423,0.6,2.1,0.31,1.0,1.9,0.547,0.505,0.8,1.1,0.7,0.7,2.1,2.8,2.2,0.5,0.3,0.7,1.7,4.8,12-2023
Saddiq Bey,SF,24,ATL,29,17,32.2,4.7,10.3,0.456,1.8,5.3,0.344,2.9,5.0,0.576,0.545,1.7,2.2,0.794,2.2,4.2,6.4,1.3,1.1,0.1,1.2,1.6,12.9,12-2023
Goga Bitadze,C,24,ORL,25,20,20.7,2.8,4.8,0.597,0.0,0.2,0.2,2.8,4.6,0.614,0.601,1.4,2.0,0.7,2.2,3.8,6.1,1.8,0.7,1.6,0.9,2.3,7.1,12-2023
Onuralp Bitim,SG,24,CHI,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12-2023
Bismack Biyombo,C,31,MEM,22,20,24.5,2.5,4.4,0.567,0.0,0.0,,2.5,4.4,0.567,0.567,1.0,2.0,0.477,2.3,4.3,6.6,1.9,0.4,1.1,1.2,2.8,6.0,12-2023
Anthony Black,PG,20,ORL,26,22,19.9,1.9,3.8,0.505,0.4,1.3,0.314,1.5,2.5,0.609,0.561,0.8,1.3,0.618,0.6,1.9,2.5,1.7,0.4,0.4,0.9,2.1,5.1,12-2023
Leaky Black,SF,24,CHO,7,0,5.7,0.7,1.1,0.625,0.1,0.3,0.5,0.6,0.9,0.667,0.688,0.0,0.0,,0.3,0.7,1.0,0.6,0.3,0.4,0.1,0.3,1.6,12-2023
Bogdan Bogdanović,SG,31,ATL,27,2,28.6,6.4,14.0,0.458,3.5,8.7,0.402,2.9,5.3,0.549,0.582,1.5,1.7,0.889,0.4,2.9,3.4,2.7,1.4,0.3,1.1,2.6,17.8,12-2023
Bojan Bogdanović,PF,34,DET,10,9,32.5,6.6,14.2,0.465,2.9,7.3,0.397,3.7,6.9,0.536,0.567,3.5,4.6,0.761,0.6,2.1,2.7,2.5,1.1,0.1,2.0,2.0,19.6,12-2023
Bol Bol,PF,24,PHO,7,0,2.6,0.4,0.7,0.6,0.0,0.1,0.0,0.4,0.6,0.75,0.6,0.0,0.0,,0.1,0.4,0.6,0.0,0.0,0.1,0.3,0.1,0.9,12-2023
Marques Bolden,C,25,MIL,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,12-2023
Devin Booker,SG,27,PHO,20,20,36.0,9.2,19.5,0.473,1.9,5.1,0.366,7.4,14.4,0.51,0.521,7.1,8.1,0.882,0.9,4.5,5.4,8.3,0.7,0.5,2.9,3.4,27.4,12-2023
Brandon Boston Jr.,SF,22,LAC,4,0,10.3,2.5,5.8,0.435,0.8,3.0,0.25,1.8,2.8,0.636,0.5,1.5,1.5,1.0,0.5,1.0,1.5,0.8,0.3,0.0,0.3,1.3,7.3,12-2023
Chris Boucher,PF,31,TOR,26,0,14.1,2.2,4.7,0.463,0.7,1.8,0.354,1.5,2.9,0.533,0.533,1.5,1.9,0.76,1.2,2.5,3.7,0.3,0.3,0.6,0.5,1.6,6.5,12-2023
James Bouknight,SG,23,CHO,3,0,6.0,2.0,3.7,0.545,1.7,3.3,0.5,0.3,0.3,1.0,0.773,0.0,0.0,,0.3,1.0,1.3,0.0,0.0,0.0,0.3,0.3,5.7,12-2023
Jamaree Bouyea,PG,24,POR,6,0,9.5,0.8,3.5,0.238,0.0,1.3,0.0,0.8,2.2,0.385,0.238,0.0,0.0,,0.3,1.3,1.7,1.3,0.0,0.0,1.3,0.5,1.7,12-2023
Malaki Branham,SG,20,SAS,28,16,22.5,3.8,8.5,0.45,1.0,3.3,0.312,2.8,5.2,0.538,0.511,0.5,0.6,0.938,0.2,1.7,1.9,2.5,0.4,0.1,1.3,1.4,9.2,12-2023
Christian Braun,SG,22,DEN,32,0,19.8,3.2,6.7,0.47,0.8,1.8,0.414,2.4,4.9,0.49,0.526,1.3,1.8,0.75,0.8,2.9,3.7,1.7,0.4,0.3,0.8,1.7,8.4,12-2023
Mikal Bridges,SF,27,BRK,29,29,34.5,7.7,16.8,0.459,2.1,5.7,0.367,5.6,11.1,0.506,0.522,4.1,4.8,0.856,1.1,4.3,5.4,3.9,0.9,0.4,2.4,1.7,21.7,12-2023
Miles Bridges,SF,25,CHO,16,14,36.3,7.4,16.2,0.459,1.8,5.8,0.312,5.6,10.4,0.542,0.515,3.1,3.6,0.86,1.0,6.0,7.0,2.4,1.4,0.4,1.6,2.2,19.8,12-2023
Oshae Brissett,SF,25,BOS,14,0,10.6,1.1,2.1,0.5,0.4,1.1,0.4,0.6,1.1,0.6,0.6,0.7,1.1,0.625,0.9,1.4,2.3,0.5,0.4,0.0,0.3,0.9,3.3,12-2023
Malcolm Brogdon,PG,31,POR,21,12,27.8,5.6,13.0,0.427,2.0,5.2,0.382,3.6,7.8,0.457,0.504,2.0,2.7,0.768,0.8,2.8,3.6,5.7,0.9,0.2,1.5,1.4,15.2,12-2023
Armoni Brooks,PG,25,BRK,7,0,9.1,1.3,3.9,0.333,1.0,2.7,0.368,0.3,1.1,0.25,0.463,0.0,0.0,,0.6,1.1,1.7,0.4,0.0,0.1,0.1,0.1,3.6,12-2023
Dillon Brooks,SF,28,HOU,27,27,31.3,5.1,10.6,0.477,2.0,4.8,0.411,3.1,5.9,0.532,0.57,1.6,2.0,0.83,0.7,2.9,3.6,1.7,0.9,0.0,1.8,3.9,13.7,12-2023
Bruce Brown,SG,27,IND,27,27,30.7,4.3,9.5,0.457,1.0,3.4,0.297,3.3,6.1,0.545,0.51,1.9,2.4,0.813,0.7,3.9,4.6,2.9,1.1,0.3,1.1,2.5,11.6,12-2023
Charlie Brown Jr.,SG,26,NYK,2,0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12-2023
Greg Brown III,PF,22,DAL,5,0,5.6,0.4,1.2,0.333,0.0,0.2,0.0,0.4,1.0,0.4,0.333,0.8,1.8,0.444,0.4,1.0,1.4,0.6,0.0,0.2,0.6,0.6,1.6,12-2023
Jaylen Brown,SF,27,BOS,28,28,33.8,8.8,18.5,0.478,2.1,6.4,0.335,6.7,12.1,0.553,0.536,2.9,3.9,0.734,0.9,4.0,4.9,3.6,1.1,0.6,2.4,2.8,22.6,12-2023
Kobe Brown,PF,24,LAC,19,0,10.5,0.9,2.4,0.4,0.5,1.6,0.333,0.4,0.8,0.533,0.511,0.1,0.1,0.5,0.3,1.3,1.6,0.6,0.2,0.2,0.2,1.8,2.5,12-2023
Moses Brown,C,24,POR,5,0,7.0,1.2,2.4,0.5,0.0,0.0,,1.2,2.4,0.5,0.5,0.0,0.4,0.0,1.6,2.0,3.6,0.2,0.2,0.2,0.2,0.4,2.4,12-2023
Troy Brown Jr.,SF,24,MIN,24,3,14.3,1.8,3.9,0.457,1.0,2.7,0.385,0.8,1.2,0.621,0.59,0.8,0.9,0.864,0.5,2.0,2.5,1.0,0.3,0.1,0.6,0.9,5.4,12-2023
Jalen Brunson,PG,27,NYK,29,29,35.6,9.3,19.4,0.48,2.9,6.4,0.459,6.4,13.0,0.491,0.556,4.5,5.6,0.804,0.7,3.2,4.0,5.9,1.1,0.1,2.2,2.0,26.1,12-2023
Thomas Bryant,C,26,MIA,18,3,12.4,2.2,4.0,0.556,0.0,0.2,0.0,2.2,3.8,0.58,0.556,0.9,1.1,0.85,1.2,2.6,3.8,0.6,0.3,0.3,0.8,1.3,5.4,12-2023
